"id","occ","momage","anti","female","childage","hispanic","black","momwork","married","self","pov","antiscore"
12,92,20,2,1,9.166667,1,0,0,1,18,0,26
12,94,20,3,1,9.166667,1,0,0,1,20,0,52
13,90,19,3,0,8.583333,0,0,1,0,23,1,62
13,92,19,2,0,8.583333,0,0,1,0,22,1,44
13,94,19,4,0,8.583333,0,0,1,0,21,1,81
14,90,22,1,0,8.75,0,0,1,0,21,0,27
14,92,22,3,0,8.75,0,0,1,0,10,0,64
14,94,22,1,0,8.75,0,0,1,0,17,0,9
15,90,23,3,1,9.833333,0,1,0,0,21,0,57
15,92,23,4,1,9.833333,0,1,0,0,19,0,70
15,94,23,5,1,9.833333,0,1,0,0,21,0,83
16,90,20,2,1,9,0,1,0,0,16,1,25
16,92,20,1,1,9,0,1,0,0,19,1,1
16,94,20,2,1,9,0,1,0,0,15,1,29
17,90,19,1,0,8.666667,0,1,1,0,18,1,7
17,92,19,2,0,8.666667,0,1,1,0,15,1,32
17,94,19,1,0,8.666667,0,1,1,0,14,1,39
18,90,22,0,0,9.333333,0,0,1,0,20,0,7
18,92,22,2,0,9.333333,0,0,1,0,17,0,38
18,94,22,0,0,9.333333,0,0,1,0,22,0,17
19,90,18,3,1,8.166667,0,1,0,0,19,1,70
19,92,18,0,1,8.166667,0,1,0,0,23,0,10
19,94,18,3,1,8.166667,0,1,0,0,18,1,62
20,90,20,5,0,8.416667,0,0,1,0,13,0,90
20,92,20,6,0,8.416667,0,0,1,0,6,0,94
20,94,20,4,0,8.416667,0,0,1,0,21,0,93
21,90,23,4,0,9.333333,0,0,0,0,23,0,81
21,92,23,4,0,9.333333,0,0,0,0,24,0,80
21,94,23,3,0,9.333333,0,0,0,0,24,0,51
22,90,24,1,0,8.583333,0,0,0,1,21,1,29
22,92,24,2,0,8.583333,0,0,0,1,23,0,36
22,94,24,3,0,8.583333,0,0,0,1,24,0,79
23,90,24,0,1,8,0,0,1,0,20,0,3
23,92,24,1,1,8,0,0,1,0,21,0,23
23,94,24,0,1,8,0,0,1,0,20,0,6
24,90,23,2,0,9.5,0,0,0,0,24,0,49
24,92,23,3,0,9.5,0,0,0,0,24,0,70
24,94,23,4,0,9.5,0,0,0,0,23,0,78
25,90,22,0,1,9.5,0,0,1,0,23,0,6
25,92,22,0,1,9.5,0,0,1,0,14,0,6
25,94,22,0,1,9.5,0,0,1,0,20,0,7
26,90,22,5,1,8.75,0,0,0,0,18,0,85
26,92,22,3,1,8.75,0,0,0,0,10,0,65
26,94,22,5,1,8.75,0,0,0,0,15,0,80
27,90,17,2,0,9.166667,0,0,1,0,22,0,35
27,92,17,1,0,9.166667,0,0,1,0,24,0,28
27,94,17,2,0,9.166667,0,0,1,0,20,0,48
28,90,21,2,1,10,0,0,0,0,22,0,26
28,92,21,2,1,10,0,0,0,0,21,0,49
28,94,21,3,1,10,0,0,0,0,16,0,58
29,90,24,1,0,8.25,1,0,1,0,18,0,2
29,92,24,3,0,8.25,1,0,1,0,23,0,56
29,94,24,2,0,8.25,1,0,1,0,24,0,52
30,90,20,0,1,9.75,0,0,1,0,20,0,7
30,92,20,0,1,9.75,0,0,1,0,14,0,3
30,94,20,0,1,9.75,0,0,1,0,23,0,7
31,90,25,1,1,8,0,0,1,0,21,0,3
31,92,25,1,1,8,0,0,1,0,19,0,8
31,94,25,0,1,8,0,0,1,0,22,0,2
32,90,19,4,1,8.916667,0,0,0,1,24,1,74
32,92,19,4,1,8.916667,0,0,0,1,24,0,71
32,94,19,6,1,8.916667,0,0,0,1,23,0,94
33,90,18,2,0,9.75,0,0,0,1,21,0,41
33,92,18,2,0,9.75,0,0,0,1,20,0,28
33,94,18,1,0,9.75,0,0,0,1,19,0,2
34,90,19,3,0,9.833333,0,0,0,0,22,0,65
34,92,19,4,0,9.833333,0,0,0,0,22,0,100
34,94,19,3,0,9.833333,0,0,0,0,17,0,76
35,90,21,3,1,8.416667,0,0,0,0,19,0,66
35,92,21,3,1,8.416667,0,0,0,0,21,0,55
35,94,21,5,1,8.416667,0,0,0,0,23,0,81
36,90,19,0,1,9.25,1,0,0,0,20,0,7
36,92,19,0,1,9.25,1,0,0,0,19,0,6
36,94,19,0,1,9.25,1,0,0,0,24,0,9
37,90,22,0,1,8.166667,0,1,0,1,19,1,2
37,92,22,0,1,8.166667,0,1,0,1,21,1,7
37,94,22,0,1,8.166667,0,1,0,1,20,1,4
38,90,19,4,0,9.75,0,0,1,1,21,1,70
38,92,19,4,0,9.75,0,0,1,1,22,1,94
38,94,19,5,0,9.75,0,0,1,1,22,1,87
39,90,22,2,1,8.666667,0,0,0,0,21,0,30
39,92,22,0,1,8.666667,0,0,0,0,18,0,7
39,94,22,0,1,8.666667,0,0,0,0,21,0,9
40,90,21,0,1,9,0,0,1,1,20,1,9
40,92,21,0,1,9,0,0,1,1,24,1,2
40,94,21,0,1,9,0,0,1,1,24,1,9
41,90,18,1,1,9.416667,0,0,1,0,24,0,5
41,92,18,2,1,9.416667,0,0,1,0,20,0,47
41,94,18,4,1,9.416667,0,0,1,0,9,0,73
42,90,19,1,1,8.583333,0,0,0,1,22,1,8
42,92,19,0,1,8.583333,0,0,0,1,21,0,9
42,94,19,0,1,8.583333,0,0,0,1,24,1,4
43,90,22,2,0,9.333333,0,0,0,0,24,0,25
43,92,22,0,0,9.333333,0,0,0,0,23,0,6
43,94,22,1,0,9.333333,0,0,0,0,24,0,35
44,90,25,0,1,8.666667,0,0,1,0,24,0,4
44,92,25,0,1,8.666667,0,0,1,0,24,0,4
44,94,25,0,1,8.666667,0,0,1,0,22,0,5
45,90,22,0,0,9.25,0,0,0,0,19,0,4
45,92,22,1,0,9.25,0,0,0,0,21,0,27
45,94,22,1,0,9.25,0,0,0,0,21,0,30
46,90,24,1,0,8.5,0,0,1,0,24,0,27
46,92,24,0,0,8.5,0,0,1,0,20,0,13
46,94,24,0,0,8.5,0,0,1,0,24,0,24
47,90,23,1,1,8.5,0,1,1,0,24,1,1
47,92,23,4,1,8.5,0,1,1,0,19,1,77
47,94,23,5,1,8.5,0,1,1,0,21,0,87
48,90,22,3,1,9.916667,0,0,1,0,19,0,62
48,92,22,4,1,9.916667,0,0,1,0,16,0,72
48,94,22,4,1,9.916667,0,0,1,0,18,0,80
49,90,24,3,0,8.166667,0,0,0,1,24,1,64
49,92,24,1,0,8.166667,0,0,0,1,24,1,7
49,94,24,3,0,8.166667,0,0,0,1,22,1,67
50,90,22,1,0,9.083333,0,1,0,1,24,0,23
50,92,22,1,0,9.083333,0,1,0,1,24,0,29
50,94,22,0,0,9.083333,0,1,0,1,24,0,7
51,90,23,0,1,8.083333,0,1,0,1,21,0,9
51,92,23,0,1,8.083333,0,1,0,1,16,0,9
51,94,23,0,1,8.083333,0,1,0,1,24,0,3
52,90,19,1,0,10,0,1,0,0,17,0,2
52,92,19,0,0,10,0,1,0,0,12,0,2
52,94,19,1,0,10,0,1,0,0,23,0,3
53,90,16,2,1,9.666667,0,0,1,1,24,1,26
53,92,16,2,1,9.666667,0,0,1,1,23,0,39
53,94,16,0,1,9.666667,0,0,1,1,24,1,3
54,90,23,0,0,8.833333,0,1,1,0,21,1,8
54,92,23,0,0,8.833333,0,1,1,0,23,0,18
54,94,23,1,0,8.833333,0,1,1,0,17,1,6
55,90,20,5,0,8.916667,0,1,0,0,20,1,89
55,92,20,3,0,8.916667,0,1,0,0,22,1,50
55,94,20,5,0,8.916667,0,1,0,0,24,1,96
56,90,17,0,1,8.583333,0,1,0,0,19,0,9
56,92,17,1,1,8.583333,0,1,0,0,20,0,18
56,94,17,0,1,8.583333,0,1,0,0,24,0,7
57,90,21,2,1,8.916667,0,1,0,0,16,1,49
57,92,21,1,1,8.916667,0,1,0,0,24,0,14
57,94,21,2,1,8.916667,0,1,0,0,24,0,29
58,90,21,5,0,9.166667,0,1,0,0,15,0,88
58,92,21,3,0,9.166667,0,1,0,0,19,0,50
58,94,21,1,0,9.166667,0,1,0,0,20,0,40
59,90,24,3,0,8.25,0,0,0,0,20,0,70
59,92,24,3,0,8.25,0,0,0,0,24,0,54
59,94,24,4,0,8.25,0,0,0,0,13,0,85
60,90,24,0,1,8.083333,0,0,1,0,17,1,4
60,92,24,1,1,8.083333,0,0,1,0,16,1,3
60,94,24,1,1,8.083333,0,0,1,0,17,0,19
61,90,23,2,1,8.833333,0,0,1,0,13,0,47
61,92,23,3,1,8.833333,0,0,1,0,19,1,60
61,94,23,0,1,8.833333,0,0,1,0,24,1,1
62,90,18,3,1,8.083333,0,0,0,1,20,1,57
62,92,18,2,1,8.083333,0,0,0,1,17,1,48
62,94,18,1,1,8.083333,0,0,0,1,23,1,12
63,90,18,0,0,8.916667,0,0,0,0,22,0,10
63,92,18,3,0,8.916667,0,0,0,0,19,0,50
63,94,18,3,0,8.916667,0,0,0,0,22,0,77
64,90,23,1,1,9.666667,0,1,1,0,22,1,23
64,92,23,1,1,9.666667,0,1,1,0,21,1,16
64,94,23,0,1,9.666667,0,1,1,0,20,0,9
65,90,20,2,1,8.666667,0,1,0,0,24,1,39
65,92,20,2,1,8.666667,0,1,0,0,22,0,35
65,94,20,1,1,8.666667,0,1,0,0,24,1,18
66,90,22,1,1,9.75,0,0,1,0,24,0,8
66,92,22,1,1,9.75,0,0,1,0,17,0,9
66,94,22,0,1,9.75,0,0,1,0,24,0,10
67,90,23,1,1,8.583333,0,0,1,0,19,0,18
67,92,23,1,1,8.583333,0,0,1,0,17,0,19
67,94,23,1,1,8.583333,0,0,1,0,19,0,11
68,90,21,0,1,8.75,0,0,0,0,24,0,5
68,92,21,0,1,8.75,0,0,0,0,19,0,9
68,94,21,0,1,8.75,0,0,0,0,22,0,1
69,90,19,4,0,8.416667,0,0,0,0,19,0,80
69,92,19,0,0,8.416667,0,0,0,0,21,0,20
69,94,19,3,0,8.416667,0,0,0,0,21,0,62
70,90,20,2,1,9.416667,1,0,0,1,20,1,48
70,92,20,2,1,9.416667,1,0,0,1,20,1,49
70,94,20,2,1,9.416667,1,0,0,1,19,1,35
71,90,19,0,0,9.416667,0,0,1,1,24,1,6
71,92,19,0,0,9.416667,0,0,1,1,14,0,2
71,94,19,0,0,9.416667,0,0,1,1,20,0,7
72,90,19,0,1,9.916667,1,0,0,0,17,0,3
72,92,19,2,1,9.916667,1,0,0,0,16,1,45
72,94,19,2,1,9.916667,1,0,0,0,16,0,37
73,90,23,2,1,8.833333,0,0,0,0,22,0,35
73,92,23,0,1,8.833333,0,0,0,0,21,0,4
73,94,23,5,1,8.833333,0,0,0,0,23,1,82
74,90,18,0,1,8.75,1,0,0,0,24,0,3
74,92,18,0,1,8.75,1,0,0,0,19,1,5
74,94,18,0,1,8.75,1,0,0,0,19,0,1
75,90,16,0,0,9.916667,0,1,1,0,21,0,4
75,92,16,3,0,9.916667,0,1,1,0,19,1,69
75,94,16,3,0,9.916667,0,1,1,0,23,0,79
76,90,17,0,0,9.083333,0,0,1,0,21,0,4
76,92,17,1,0,9.083333,0,0,1,0,22,0,2
76,94,17,0,0,9.083333,0,0,1,0,21,0,21
77,90,20,1,1,9.916667,0,0,0,0,23,0,14
77,92,20,2,1,9.916667,0,0,0,0,24,0,48
77,94,20,3,1,9.916667,0,0,0,0,24,0,66
78,90,23,0,1,8.833333,0,0,0,0,22,0,7
78,92,23,0,1,8.833333,0,0,0,0,21,0,3
78,94,23,1,1,8.833333,0,0,0,0,21,0,6
79,90,20,2,0,8.916667,0,1,0,1,18,0,32
79,92,20,4,0,8.916667,0,1,0,1,24,1,88
79,94,20,1,0,8.916667,0,1,0,1,24,0,27
80,90,17,3,1,8.5,0,0,1,0,15,0,65
80,92,17,3,1,8.5,0,0,1,0,14,1,66
80,94,17,0,1,8.5,0,0,1,0,20,0,4
81,90,22,0,0,8.833333,1,0,0,0,24,0,5
81,92,22,0,0,8.833333,1,0,0,0,24,0,1
81,94,22,0,0,8.833333,1,0,0,0,24,0,19
82,90,23,0,1,8.666667,0,0,0,0,22,0,1
82,92,23,1,1,8.666667,0,0,0,0,24,0,12
82,94,23,0,1,8.666667,0,0,0,0,24,0,6
83,90,20,4,0,9.25,0,0,1,0,19,0,77
83,92,20,3,0,9.25,0,0,1,0,19,0,67
83,94,20,4,0,9.25,0,0,1,0,14,0,94
84,90,21,3,1,9.25,0,0,1,0,20,1,55
84,92,21,3,1,9.25,0,0,1,0,22,1,59
84,94,21,1,1,9.25,0,0,1,0,19,1,9
85,90,24,3,1,8.916667,0,0,0,0,24,0,60
85,92,24,2,1,8.916667,0,0,0,0,22,0,35
85,94,24,0,1,8.916667,0,0,0,0,24,0,8
86,90,23,0,1,9.583333,0,0,1,1,24,1,9
86,92,23,0,1,9.583333,0,0,1,1,24,1,3
86,94,23,1,1,9.583333,0,0,1,1,24,0,19
87,90,23,0,0,9.916667,0,0,1,0,21,0,1
87,92,23,1,0,9.916667,0,0,1,0,24,0,27
87,94,23,0,0,9.916667,0,0,1,0,22,0,12
88,90,24,4,0,8.166667,0,0,0,0,24,0,90
88,92,24,2,0,8.166667,0,0,0,0,22,0,48
88,94,24,3,0,8.166667,0,0,0,0,17,0,74
89,90,22,2,1,8.416667,0,0,1,1,21,1,49
89,92,22,2,1,8.416667,0,0,1,1,23,0,36
89,94,22,4,1,8.416667,0,0,1,1,21,0,78
90,90,17,1,1,8.25,1,0,0,0,17,0,3
90,92,17,1,1,8.25,1,0,0,0,22,0,2
90,94,17,3,1,8.25,1,0,0,0,22,0,67
91,90,19,4,0,8.916667,0,0,0,1,14,0,86
91,92,19,5,0,8.916667,0,0,0,1,12,0,89
91,94,19,4,0,8.916667,0,0,0,1,23,1,83
92,90,20,0,1,9.5,0,1,0,0,21,0,10
92,92,20,0,1,9.5,0,1,0,0,24,1,7
92,94,20,0,1,9.5,0,1,0,0,21,0,3
93,90,21,2,0,8.5,1,0,0,0,21,0,31
93,92,21,1,0,8.5,1,0,0,0,18,0,23
93,94,21,2,0,8.5,1,0,0,0,21,1,34
94,90,23,2,0,8.083333,0,0,0,0,24,0,54
94,92,23,1,0,8.083333,0,0,0,0,21,0,2
94,94,23,3,0,8.083333,0,0,0,0,24,0,78
95,90,18,2,1,10,0,0,0,0,14,0,45
95,92,18,3,1,10,0,0,0,0,23,1,56
95,94,18,2,1,10,0,0,0,0,15,1,48
96,90,17,2,1,9.916667,0,0,1,1,19,0,48
96,92,17,0,1,9.916667,0,0,1,1,23,0,1
96,94,17,0,1,9.916667,0,0,1,1,24,0,3
97,90,18,0,1,8.583333,0,0,1,1,24,0,1
97,92,18,0,1,8.583333,0,0,1,1,24,0,9
97,94,18,0,1,8.583333,0,0,1,1,24,0,7
98,90,20,0,1,9.25,0,0,0,0,21,0,1
98,92,20,0,1,9.25,0,0,0,0,17,0,10
98,94,20,0,1,9.25,0,0,0,0,20,0,7
99,90,19,0,0,9.666667,0,1,1,1,21,1,9
99,92,19,0,0,9.666667,0,1,1,1,24,1,7
99,94,19,0,0,9.666667,0,1,1,1,21,1,24
100,90,20,3,1,8.25,1,0,0,0,20,0,66
100,92,20,3,1,8.25,1,0,0,0,23,0,63
100,94,20,1,1,8.25,1,0,0,0,24,0,2
101,90,24,2,1,9,0,0,1,0,20,0,35
101,92,24,0,1,9,0,0,1,0,20,0,1
101,94,24,1,1,9,0,0,1,0,23,0,6
102,90,22,0,0,8.916667,0,0,0,0,18,0,4
102,92,22,0,0,8.916667,0,0,0,0,17,0,12
102,94,22,1,0,8.916667,0,0,0,0,19,0,28
103,90,23,2,1,9.833333,0,0,0,0,21,0,36
103,92,23,2,1,9.833333,0,0,0,0,21,0,48
103,94,23,1,1,9.833333,0,0,0,0,18,0,8
104,90,24,1,1,8.166667,0,0,0,0,19,0,16
104,92,24,0,1,8.166667,0,0,0,0,16,0,1
104,94,24,1,1,8.166667,0,0,0,0,13,0,11
105,90,20,1,1,9.083333,0,0,0,0,23,0,9
105,92,20,2,1,9.083333,0,0,0,0,22,0,32
105,94,20,5,1,9.083333,0,0,0,0,18,0,82
106,90,24,0,0,9.166667,0,0,0,0,23,0,5
106,92,24,0,0,9.166667,0,0,0,0,24,0,16
106,94,24,0,0,9.166667,0,0,0,0,23,0,30
107,90,19,0,0,9.75,0,0,0,0,23,0,2
107,92,19,1,0,9.75,0,0,0,0,20,0,4
107,94,19,2,0,9.75,0,0,0,0,24,0,48
108,90,21,0,1,8,0,0,0,0,21,0,4
108,92,21,1,1,8,0,0,0,0,12,0,24
108,94,21,1,1,8,0,0,0,0,16,0,14
109,90,20,0,1,8.666667,0,0,1,1,24,1,6
109,92,20,0,1,8.666667,0,0,1,1,21,1,4
109,94,20,0,1,8.666667,0,0,1,1,19,1,4
110,90,21,0,0,8.25,0,0,0,0,24,0,7
110,92,21,0,0,8.25,0,0,0,0,23,0,5
110,94,21,0,0,8.25,0,0,0,0,24,0,16
111,90,24,3,1,8.083333,0,0,0,1,10,1,59
111,92,24,2,1,8.083333,0,0,0,1,13,1,33
111,94,24,6,1,8.083333,0,0,0,1,17,0,94
112,90,19,0,0,9.083333,0,0,0,0,24,0,5
112,92,19,0,0,9.083333,0,0,0,0,20,0,5
112,94,19,1,0,9.083333,0,0,0,0,22,0,12
113,90,20,2,1,8.416667,0,0,0,0,21,0,48
113,92,20,0,1,8.416667,0,0,0,0,21,0,6
113,94,20,1,1,8.416667,0,0,0,0,19,0,17
114,90,24,0,0,9,0,0,1,0,21,0,4
114,92,24,0,0,9,0,0,1,0,18,0,14
114,94,24,0,0,9,0,0,1,0,18,0,11
115,90,25,0,1,8.25,0,0,0,0,19,0,8
115,92,25,1,1,8.25,0,0,0,0,20,0,15
115,94,25,0,1,8.25,0,0,0,0,24,0,8
116,90,23,3,1,8.916667,0,0,0,0,22,0,56
116,92,23,4,1,8.916667,0,0,0,0,24,0,72
116,94,23,1,1,8.916667,0,0,0,0,21,0,19
117,90,20,1,0,8.166667,0,0,0,0,23,0,4
117,92,20,2,0,8.166667,0,0,0,0,21,0,52
117,94,20,2,0,8.166667,0,0,0,0,19,0,66
118,90,17,1,0,9.916667,0,0,0,0,24,0,30
118,92,17,0,0,9.916667,0,0,0,0,22,0,13
118,94,17,3,0,9.916667,0,0,0,0,24,1,62
119,90,22,0,1,8.166667,0,0,1,0,23,0,3
119,92,22,0,1,8.166667,0,0,1,0,20,0,8
119,94,22,0,1,8.166667,0,0,1,0,22,0,10
120,90,23,1,1,9.5,0,0,0,0,16,0,19
120,92,23,3,1,9.5,0,0,0,0,20,0,52
120,94,23,3,1,9.5,0,0,0,0,19,1,64
121,90,18,1,0,9.833333,0,0,0,1,20,1,21
121,92,18,3,0,9.833333,0,0,0,1,22,1,61
121,94,18,3,0,9.833333,0,0,0,1,21,0,63
122,90,20,1,1,9,0,0,0,0,21,0,12
122,92,20,0,1,9,0,0,0,0,24,0,3
122,94,20,0,1,9,0,0,0,0,19,0,6
123,90,20,0,0,8,0,1,0,0,22,0,7
123,92,20,3,0,8,0,1,0,0,21,0,68
123,94,20,1,0,8,0,1,0,0,22,0,3
124,90,18,4,0,9.083333,0,1,1,0,17,1,82
124,92,18,4,0,9.083333,0,1,1,0,20.4,1,81
124,94,18,4,0,9.083333,0,1,1,0,20,1,80
125,90,17,2,0,9.166667,1,0,0,1,22,0,26
125,92,17,5,0,9.166667,1,0,0,1,17,0,88
125,94,17,3,0,9.166667,1,0,0,1,19,0,78
126,90,19,1,1,10,0,1,0,0,22,0,2
126,92,19,1,1,10,0,1,0,0,22,0,23
126,94,19,2,1,10,0,1,0,0,20,1,35
127,90,21,3,0,9.166667,0,1,1,0,19,1,56
127,92,21,4,0,9.166667,0,1,1,0,17,1,93
127,94,21,3,0,9.166667,0,1,1,0,21,1,59
128,90,23,4,0,9.333333,0,0,1,0,22,1,77
128,92,23,3,0,9.333333,0,0,1,0,22,1,58
128,94,23,4,0,9.333333,0,0,1,0,17,1,89
129,90,23,1,1,8.416667,0,0,1,0,21,0,24
129,92,23,0,1,8.416667,0,0,1,0,15,0,3
129,94,23,2,1,8.416667,0,0,1,0,20,0,22
130,90,16,6,0,9.833333,0,1,1,0,20,1,94
130,92,16,4,0,9.833333,0,1,1,0,21,1,78
130,94,16,4,0,9.833333,0,1,1,0,20,0,74
131,90,22,1,0,8.75,0,0,0,0,24,0,21
131,92,22,0,0,8.75,0,0,0,0,24,0,8
131,94,22,1,0,8.75,0,0,0,0,21,0,38
132,90,19,1,0,8.083333,0,0,1,0,24,0,9
132,92,19,0,0,8.083333,0,0,1,0,24,0,16
132,94,19,0,0,8.083333,0,0,1,0,23,0,12
133,90,22,1,1,9.666667,0,0,0,0,24,0,15
133,92,22,0,1,9.666667,0,0,0,0,19,0,7
133,94,22,0,1,9.666667,0,0,0,0,21,0,4
134,90,20,2,0,9.333333,0,0,0,1,16,1,37
134,92,20,0,0,9.333333,0,0,0,1,12,1,20
134,94,20,0,0,9.333333,0,0,0,1,17,0,13
135,90,23,0,0,9,0,0,0,1,19,0,9
135,92,23,0,0,9,0,0,0,1,21,0,11
135,94,23,0,0,9,0,0,0,1,24,0,2
136,90,17,0,1,8.666667,0,0,0,1,18,0,3
136,92,17,0,1,8.666667,0,0,0,1,17,0,7
136,94,17,0,1,8.666667,0,0,0,1,24,0,4
137,90,24,2,0,9,0,0,0,0,22,0,30
137,92,24,1,0,9,0,0,0,0,20,0,30
137,94,24,0,0,9,0,0,0,0,20,0,26
138,90,17,5,0,8.833333,0,0,1,1,18,1,85
138,92,17,4,0,8.833333,0,0,1,1,23,1,85
138,94,17,1,0,8.833333,0,0,1,1,21,0,33
139,90,18,1,0,9.166667,0,0,0,0,20,0,3
139,92,18,0,0,9.166667,0,0,0,0,23,0,7
139,94,18,0,0,9.166667,0,0,0,0,22,0,11
140,90,18,0,1,8.833333,0,0,0,0,20,0,7
140,92,18,2,1,8.833333,0,0,0,0,18,0,37
140,94,18,2,1,8.833333,0,0,0,0,13,0,27
141,90,20,2,1,9.75,0,0,0,0,22,0,32
141,92,20,0,1,9.75,0,0,0,0,24,0,4
141,94,20,0,1,9.75,0,0,0,0,24,1,5
142,90,18,1,0,9.25,1,0,0,1,22,0,29
142,92,18,0,0,9.25,1,0,0,1,24,0,8
142,94,18,0,0,9.25,1,0,0,1,23,0,14
143,90,19,0,0,8.75,1,0,0,1,19,1,8
143,92,19,0,0,8.75,1,0,0,1,13,1,9
143,94,19,0,0,8.75,1,0,0,1,20,1,4
144,90,17,4,1,9.833333,1,0,1,0,19,1,73
144,92,17,4,1,9.833333,1,0,1,0,16,1,73
144,94,17,5,1,9.833333,1,0,1,0,20,1,83
145,90,22,0,1,8.833333,1,0,0,0,24,0,7
145,92,22,1,1,8.833333,1,0,0,0,18,0,14
145,94,22,2,1,8.833333,1,0,0,0,24,0,28
146,90,20,5,0,9,1,0,1,0,22,1,86
146,92,20,5,0,9,1,0,1,0,14,0,85
146,94,20,6,0,9,1,0,1,0,24,0,94
147,90,18,3,0,9.75,1,0,0,0,19,0,50
147,92,18,5,0,9.75,1,0,0,0,8,0,86
147,94,18,5,0,9.75,1,0,0,0,20,0,97
148,90,20,1,0,9.583333,1,0,0,0,21,0,25
148,92,20,1,0,9.583333,1,0,0,0,24,0,21
148,94,20,3,0,9.583333,1,0,0,0,24,0,59
149,90,19,2,0,9.416667,0,0,1,0,23,0,34
149,92,19,1,0,9.416667,0,0,1,0,24,0,21
149,94,19,3,0,9.416667,0,0,1,0,19,0,65
150,90,16,0,1,10,0,0,0,1,19,0,4
150,92,16,0,1,10,0,0,0,1,22,0,8
150,94,16,2,1,10,0,0,0,1,20,0,27
151,90,19,1,0,9.833333,0,0,0,0,14,0,10
151,92,19,2,0,9.833333,0,0,0,0,16,0,34
151,94,19,4,0,9.833333,0,0,0,0,16,0,87
152,90,22,0,0,8.333333,0,0,0,0,23,0,9
152,92,22,0,0,8.333333,0,0,0,0,23,0,2
152,94,22,0,0,8.333333,0,0,0,0,24,0,20
153,90,24,1,1,8.583333,0,0,0,0,21,0,23
153,92,24,1,1,8.583333,0,0,0,0,23,0,8
153,94,24,0,1,8.583333,0,0,0,0,24,0,1
154,90,20,4,0,9.583333,0,1,1,0,20,0,85
154,92,20,3,0,9.583333,0,1,1,0,23,0,69
154,94,20,3,0,9.583333,0,1,1,0,23,0,67
155,90,23,1,1,8,0,0,1,0,21,0,14
155,92,23,0,1,8,0,0,1,0,22,0,10
155,94,23,0,1,8,0,0,1,0,24,1,9
156,90,24,1,0,8.166667,0,1,0,1,18,0,10
156,92,24,2,0,8.166667,0,1,0,1,24,1,48
156,94,24,2,0,8.166667,0,1,0,1,22,1,32
157,90,19,0,1,9.5,0,1,0,1,18,1,8
157,92,19,0,1,9.5,0,1,0,1,24,1,6
157,94,19,5,1,9.5,0,1,0,1,16,0,88
158,90,23,0,0,8.333333,0,0,0,0,23,0,2
158,92,23,0,0,8.333333,0,0,0,0,23,0,18
158,94,23,0,0,8.333333,0,0,0,0,24,0,14
159,90,20,4,1,9.25,0,0,0,0,24,1,70
159,92,20,4,1,9.25,0,0,0,0,18,1,78
159,94,20,3,1,9.25,0,0,0,0,16,1,52
160,90,22,0,0,9.833333,0,0,0,0,20,0,9
160,92,22,0,0,9.833333,0,0,0,0,18,0,7
160,94,22,0,0,9.833333,0,0,0,0,18,0,12
161,90,22,2,1,9.333333,1,0,1,0,20,1,33
161,92,22,0,1,9.333333,1,0,1,0,24,1,4
161,94,22,5,1,9.333333,1,0,1,0,18,1,89
162,90,24,0,0,8.833333,0,0,0,0,22,0,5
162,92,24,0,0,8.833333,0,0,0,0,24,0,9
162,94,24,0,0,8.833333,0,0,0,0,19,0,20
163,90,23,0,1,9.666667,1,0,1,1,18,1,10
163,92,23,0,1,9.666667,1,0,1,1,21,1,4
163,94,23,0,1,9.666667,1,0,1,1,16,0,4
